Event_Id,Event_Cat,Event_brite_url,Event_Name,Event_Time,Event_Link,Event_Location,Event_Title,Ticket_Fare,Event_Time_updates,consolidated_Data
605,music,https://www.eventbrite.com/d/ireland--dublin/music--events--next-month/?page=8,The White Affair,"Sun, Apr 23, 9:00 PM",https://www.eventbrite.com/e/the-white-affair-tickets-597196158787?aff=ebdssbdestsearch,Vela Restaurant • Dublin,The White Affair,,2023-04-23 21:00:00,"white affair - exclusive white event taking vibes lounge dublin. special guests present. night elegance “the affair” exclusive event present vibez lounge • date: 23.04.23 • special guest dj pablo x mc quads 🇬🇧 • dress code: strictly white. • please note: tickets event limited, strictly ticketed event, entry allowed without ticket. one wanna miss, major gives aways night! gonna night champagne showers. 💥💥💥💥 powered : motive kings music Ireland Events, Dublin City Events, Things to do in Dublin, Dublin Galas, Dublin Music Galas"
606,music,https://www.eventbrite.com/d/ireland--dublin/music--events--next-month/?page=9,Five Star Entertainment x StruuEvents presents READASOUL LIVE IN DUBLIN,"Fri, Apr 7, 11:30 PM",https://www.eventbrite.com/e/five-star-entertainment-x-struuevents-presents-readasoul-live-in-dublin-tickets-597804598647?aff=ebdssbdestsearch,The Sugar Club • Dublin,Five Star Entertainment x StruuEvents presents READASOUL LIVE IN DUBLIN,From €22.42,2023-04-07 23:30:00,"readasoul live dublin april 7th kick easter bank holiday weekend best local djs ahead act readasoul featuring djs announced fivestarentertainment x struuevents social media pages keep eye out@fivestar.entertainment__@struuevents check socials announcementsstrictly 18+ event music Ireland Events, Dublin City Events, Things to do in Dublin, Dublin Other, Dublin Music Other, southafrica, amapiano, township, sgija"
607,music,https://www.eventbrite.com/d/ireland--dublin/music--events--next-month/?page=9,Index Invites #2,"Sat, Apr 8, 10:00 PM",https://www.eventbrite.ie/e/index-invites-2-tickets-597909672927?aff=ebdssbdestsearch,Here & Now • Dublin 7,Index Invites #2,From €11.14,2023-04-08 22:00:00,"index invites #2 index invites #2saturday 8th april 2023 & now, 39 arran quay, dublin m﻿ain room - building society:g﻿eorge feelym﻿arcus o'laoirer﻿icky chongj﻿ustyna kossr﻿oom 2 - absys records:s﻿ho absyss﻿ettlerb﻿-originn﻿ebulahour second edition invites series time round team two well known names ireland - building society booking agency room 2 takeover absys records & now.the building society bring heavy line-up mainroom trio irish heroes george feeley, marcus o’laoire & ricky chong. special first time drum & bass takeover absys records room 2 - flying international flag label creating home drum & bass dublin via record stores. music Ireland Events, Dublin City Events, Things to do in Dublin, Dublin Performances, Dublin Music Performances"
608,music,https://www.eventbrite.com/d/ireland--dublin/music--events--next-month/?page=9,PLUMP DJ'S - LIVE IN DUBLIN +  String Theory Soundsystem &  Rob Le Nan,"Sat, Apr 15, 10:30 PM",https://www.eventbrite.ie/e/plump-djs-live-in-dublin-string-theory-soundsystem-rob-le-nan-tickets-580773879307?aff=ebdssbdestsearch,The Well • Dublin 2,PLUMP DJ'S - LIVE IN DUBLIN +  String Theory Soundsystem &  Rob Le Nan,,2023-04-15 22:30:00,"legendary breakbeat duo return dublin first time almost decade signature electrifying club show well hailing london (uk) plump djs internationally renowned dj/producer duo andy gardner lee rous.their unmistakable sound remixes likes deadmou5, mark ronson, moby orbital, whilst four deck live show led becoming regular fixture major international clubs festivals. self admitted suckers bass 'the groove', gardner rous fuse electro-house, rave, acid house, breakbeat techno style call 'plump music', defining ethos grand hotel record label received worldwide critical acclaim relentless cross genre support 20 years now.. plump djs compelling history success, cemented musical collaborations legendary vocalists gary numan, jermaine jackson louise rhodes lamb, ten year residency fabric nightclub thousands international shows course career date. true innovators sound proudly co-created popular break-beat genres since late 90's initial releases fingerlickn’ records. catch well dublin coming april one night support special guests string theory soundsystem (dj set) & rob le nanlimited tickets - early booking advisedwww.thewelldublin.ie music Ireland Events, Dublin City Events, Things to do in Dublin, Dublin Parties, Dublin Music Parties, festival, techno, housemusic, breakbeats, drumandbass"
609,music,https://www.eventbrite.com/d/ireland--dublin/music--events--next-month/?page=9,ROAD CREW RECORDS PRESENTS: 4/20 EVE @ THE SOUND H,"Wed, Apr 19, 7:30 PM",https://www.eventbrite.ie/e/road-crew-records-presents-420-eve-the-sound-h-tickets-557799271637?aff=ebdssbdestsearch,The Sound House • Dublin 1,ROAD CREW RECORDS PRESENTS: 4/20 EVE @ THE SOUND H,,2023-04-19 19:30:00,"road crew records proud present 4/20 eve @ sound house. featuring best urban artists ireland offer... a﻿ night set packed fun, laughter positive energy, 4/20 eve @ sound house bringing freshest up-and-coming urban artists ireland offer. featuring dj sets, live hip hop special guests, want pass one....e﻿xact lineup tbc week!1﻿9th april 2023 - sound house, 28 eden quay, d01 de44(﻿18+) id required entry music Ireland Events, Dublin City Events, Things to do in Dublin, Dublin Performances, Dublin Music Performances, dance, hiphop, rap, 420, trap, irish, livemusic, b2b, dublin"
610,music,https://www.eventbrite.com/d/ireland--dublin/music--events--next-month/?page=9,Irish Women In Jazz Podcast presents Jazzabelles,"Wed, Apr 5, 7:30 PM",https://www.eventbrite.ie/e/irish-women-in-jazz-podcast-presents-jazzabelles-tickets-597762412467?aff=ebdssbdestsearch,Arthur's Blues & Jazz Club • Dublin,Irish Women In Jazz Podcast presents Jazzabelles,,2023-04-05 19:30:00,"presented irish women jazz podcast. evening consist live podcast recording followed performance tapestry. next installment irish women jazz residency comes april 5th. join us live podcast hosted jennifer mcmahon (founder irish women jazz) special guest, followed performance jazzabelles. jazzabelles all-women jazz collective including vocals (pauline quinn), violin (enid conaghan), saxophone (hannah levy), trumpet (aoife cullen), piano (zane lidaka), bass (beatrice metzler) drums (miranda gallacher). formed 2021 band’s aim make difference encourage female artists take part jam sessions, festivals live events. introducing jazz wider audience one paramount goals endeavour. jazzabelles pride playing standards fresh, sensitive collaborative approach listeners recognise relate music instantly!their extensive ever expanding repertoire reflection members’ different styles tastes. jazzabelles hail variety countries including france, germany, ireland, latvia england. sound enriched various cultural backgrounds together form tight knit multi-generational group. sold gigs wild duck, headlining musictown 2022 bello bar, supporting jerry fish tallaght stadium, jazzabelles released first ep “jazzabelles”.“laid back, extremely well played, beautiful jazz” – bernard clarke – rté lyric fmdoors open 7.30pm podcast begins 8pm. entire evening recorded listen back month's episode performance begin 9pm. music Ireland Events, Dublin City Events, Things to do in Dublin, Dublin Performances, Dublin Music Performances"
611,music,https://www.eventbrite.com/d/ireland--dublin/music--events--next-month/?page=9,Session with the Pipers,"Tue, Apr 4, 9:30 PM",https://www.eventbrite.com/e/session-with-the-pipers-tickets-577059068207?aff=ebdssbdestsearch,The Cobblestone • Dublin,Session with the Pipers,€10 – €15,2023-04-04 21:30:00,"monthly traditional music recital na píobairí uilleann delighted present ‘session pipers’ cobblestone tuesday 4th april 9:30pm, doors open 9pm. month’s line-up features:diarmaid moynihan (uilleann pipes)seán keane (fiddle)gay mckeon (uilleann pipes)róisín gaffney (song)admission €15 (concession rate €10).please note cobblestone 18s venue.seating allocated available first come first served basis.supported arts council ireland. music Ireland Events, Dublin City Events, Things to do in Dublin, Dublin Performances, Dublin Music Performances, music, irish, trad, song, traditional, pipes, uilleann"
612,music,https://www.eventbrite.com/d/ireland--dublin/music--events--next-month/?page=9,Niall Toner Band.,"Sat, Apr 8, 9:00 PM",https://www.eventbrite.com/e/niall-toner-band-tickets-568227964137?aff=ebdssbdestsearch,Cherrytree Pub • Dublin 12,Niall Toner Band.,,2023-04-08 21:00:00,"niall toner, richie foley, johnny gleeson, paddy kiernan dick gladney. niall toner, richie foley, johnny gleeson, paddy kiernan dick gladney. ""toner writes bluegrass country songs ring true, would place bluegrass master's albums. 5 stars-maverick magazine music Ireland Events, Dublin City Events, Things to do in Dublin, Dublin Performances, Dublin Music Performances"
613,music,https://www.eventbrite.com/d/ireland--dublin/music--events--next-month/?page=9,Emo Nite at The Workman's Club Dublin 13/4/23,"Sun, Apr 30, 7:00 PM",https://www.eventbrite.co.uk/e/emo-nite-at-the-workmans-club-dublin-13423-tickets-596285545117?aff=ebdssbdestsearch,The Workman's Club • Dublin 8,Emo Nite at The Workman's Club Dublin 13/4/23,€6.54,2023-04-30 19:00:00,"taking back thursday - emo nite workman's club dublin 13/4/23 - doors 11pm taking back thursday - emo nite!anthemic nostalgia; absolute bangers; requestsrock-emo-metal-post hardcore - punk everything else between!thursday 13th april 2023the workman's club dublindoors 11pm music Ireland Events, Dublin City Events, Things to do in Dublin, Dublin Performances, Dublin Music Performances, alternative, dublin, emonight, poppunk, paramore, emomusic, mychemicalromance, alternative rock, poppunkemo, emoclubnight"
614,music,https://www.eventbrite.com/d/ireland--dublin/music--events--next-month/?page=9,Reception Weekend - Judith Hamann / Julia Reidy / Rob Casey,"Sat, Apr 1, 3:00 PM",https://www.eventbrite.ie/e/reception-weekend-judith-hamann-julia-reidy-rob-casey-tickets-576485773467?aff=ebdssbdestsearch,The Depot at The Complex • Dublin 7,Reception Weekend - Judith Hamann / Julia Reidy / Rob Casey,,2023-04-01 15:00:00,"reception weekend - jufith hamann, julia reidy, rob casey www.receptiondublin.comr﻿eception weekend 2023:afternoon concert april 1st, 15.00: judith hamann, julia reidy, rob casey o﻿ther concerts:e﻿vening concert march 31st, 20.00: pat thomas, cora venus lunny, phil maguiree﻿vening concert april 1st, 19.30: mark fell & mohammad reza mortazavi, sharon phelan music Ireland Events, Dublin City Events, Things to do in Dublin, Dublin Performances, Dublin Music Performances, jazz, minimalism, electroacoustic, irishmusic, freejazz, freeimprovisation, electronic music, experimental music, contemporary music, improvised music"
615,music,https://www.eventbrite.com/d/ireland--dublin/music--events--next-month/?page=9,That 70s Club - Dublin,"Sat, Apr 29, 11:30 PM",https://www.eventbrite.co.uk/e/that-70s-club-dublin-tickets-549367802887?aff=ebdssbdestsearch,The Workman's Club • Dublin 8,That 70s Club - Dublin,From €8.66,2023-04-29 23:30:00,"calling dancing queens & kings! join us ultimate 70s party calling dancing queens & kings!if you’ve looking hot stuff take trip soul train join us ultimate 70s party.that 70s club promise rock night long biggest hits 70s likes of: abba / queen / kool & gang / bee gees / donna summer / earth, wind & fire / fleetwood mac / elton john / david bowie / pointer sisters / billy joel / blondie / rolling stones many more!so don’t go breaking heart...you’re one want!70s fancy dress highly encouraged!celebrating birthday april 21st - may 7th? get free entry! drop us email hello@throwbackevents.co.uk subject 'that 70s club dublin' claim! music Ireland Events, Dublin City Events, Things to do in Dublin, Dublin Parties, Dublin Music Parties, disco, pop, dublin, throwback, 70s, abba, dublin events, 70s music, 70smusic"
616,music,https://www.eventbrite.com/d/ireland--dublin/music--events--next-month/?page=9,IADT End Of Year Showcase,"Wed, Apr 26, 7:30 PM",https://www.eventbrite.com/e/iadt-end-of-year-showcase-tickets-580405457347?aff=ebdssbdestsearch,Crowbar (Terrace) • Dublin,IADT End Of Year Showcase,,2023-04-26 19:30:00,"iadt end year showcase 2023. performances creative practice year 2 & year 3 go!you invited iadt end year showcase, taking place crowbar terrace 26th april 2023. end year right night good craic good music. live performances creative practice year 2 year 3. register free tickets eventbrite app sell out! doors 7:30 look forward seeing shiny happy people! music Ireland Events, Dublin City Events, Things to do in Dublin, Dublin Performances, Dublin Music Performances"
617,music,https://www.eventbrite.com/d/ireland--dublin/music--events--next-month/?page=9,Liberty Hall - Dublin // Derek Warfield & The Young Wolfe Tones,"Sat, Apr 22, 8:00 PM",https://www.eventbrite.com/e/liberty-hall-dublin-derek-warfield-the-young-wolfe-tones-tickets-549600388557?aff=ebdssbdestsearch,Liberty Hall • Dublin 1,Liberty Hall - Dublin // Derek Warfield & The Young Wolfe Tones,,2023-04-22 20:00:00,"derek warfield & young wolfe tones j﻿oin us night irish music story telling liberty hall, dublin music Ireland Events, Dublin City Events, Things to do in Dublin, Dublin Performances, Dublin Music Performances, irish, dublin, dublinevents, irishmusic, irishculture, dublin city events, irish music, dublin events"
618,music,https://www.eventbrite.com/d/ireland--dublin/music--events--next-month/?page=9,SALSA - BACHATA - KIZOMBA - SUNDAY at LOST LANE,"Sun, Apr 2, 5:30 PM",https://www.eventbrite.ie/e/salsa-bachata-kizomba-sunday-at-lost-lane-tickets-574927462517?aff=ebdssbdestsearch,LoSt LaNe • Dublin,SALSA - BACHATA - KIZOMBA - SUNDAY at LOST LANE,,2023-04-02 17:30:00,"hottest latin social dance parties town dublin classes, animations, special guests... ⏰ doors open 5.30pm 🕕17:30 18:30 class 🕟18:30 23:30 social dance club: salsa bachata kizombaentrance fee15€ door only!(cash revolut)the ticket includes drink (bottled beer soft drink)(*) €10 9pm music Ireland Events, Dublin City Events, Things to do in Dublin, Dublin Parties, Dublin Music Parties, bachata, salsa, kizomba, ireland"
619,music,https://www.eventbrite.com/d/ireland--dublin/music--events--next-month/?page=9,"Scustin @ Workman's Cellar, Dublin","Sun, Apr 9, 7:00 PM",https://www.eventbrite.com/e/scustin-workmans-cellar-dublin-tickets-576510397117?aff=ebdssbdestsearch,The Workmans Cellar • Dublin 8,"Scustin @ Workman's Cellar, Dublin",,2023-04-09 19:00:00,"imagine music blindboy, jamiroquai mike skinner would make boozy night bray. s﻿custin take stellar live show tour 2023. s﻿upport alien chicks (uk)+﻿ tba music Ireland Events, Dublin City Events, Things to do in Dublin, Dublin Performances, Dublin Music Performances, concert, music, gig, gigs, ireland"
620,music,https://www.eventbrite.com/d/ireland--dublin/music--events--next-month/?page=9,April's Fool Festival,"Sat, Apr 1, 7:00 PM",https://www.eventbrite.com/e/aprils-fool-festival-tickets-594130459197?aff=ebdssbdestsearch,15 Ormond Quay Upper • Dublin 7,April's Fool Festival,,2023-04-01 19:00:00,"join us april's fool festival sin é pub dublin april 1st. see there. join us april's fool festival sin é pub dublin april 1st. joke, we've got four amazing bands ready rock socks off! 🎶🤪🍻 april's fool festival kicks 7 pm featuring four great bands: • man & journey•driving blue• captain relapse• arthur noswitz music Ireland Events, Dublin City Events, Things to do in Dublin, Dublin Performances, Dublin Music Performances, music, fun, bands, singalong, pints, originalmusic, newbands"
621,music,https://www.eventbrite.com/d/ireland--dublin/music--events--next-month/?page=9,Late Night Pharmacy @BelloBar - single release,"Sat, Apr 8, 8:00 PM",https://www.eventbrite.com/e/late-night-pharmacy-bellobar-single-release-tickets-557834858077?aff=ebdssbdestsearch,BelloBar • Dublin 8,Late Night Pharmacy @BelloBar - single release,,2023-04-08 20:00:00,"late night pharmacy releasing new single, launching headline show bellobar (+support find-joy) alternative/indie rock locals late night pharmacy back first headline gig 2023, commemorating release latest single ""can't sleep without paracetamol"". show taking place bellobar.support night come find-joy who'll peddling unique brand spacey, melancholic alt-pop. music Ireland Events, Dublin City Events, Things to do in Dublin, Dublin Performances, Dublin Music Performances, livemusic, dublin, postpunk, dreampop, altrock, posthardcore, indierock, livemusicevents, altpop, alternative rock"
623,music,https://www.eventbrite.com/d/ireland--dublin/music--events--next-month/?page=9,The Dublin Jazz Co-op Presents Luke Howard,"Sun, Apr 9, 7:30 PM",https://www.eventbrite.com/e/the-dublin-jazz-co-op-presents-luke-howard-tickets-557782511507?aff=ebdssbdestsearch,The Workman's Club • Dublin 8,The Dublin Jazz Co-op Presents Luke Howard,From €13.85,2023-04-09 19:30:00,"dublin jazz co-op presents rising star pianist luke howard aidan gray (bass) dylan lynch (drums). luke howard pianist, multi instrumentalist songwriter dublin. music draws upon wide range influences jazz, folk, ambient electronic music. luke currently final stages finishing collection recordings original music spans multiple genres blends songs instrumental soundscapes improvisation. debuting music live night. music Ireland Events, Dublin City Events, Things to do in Dublin, Dublin Performances, Dublin Music Performances"
625,music,https://www.eventbrite.com/d/ireland--dublin/music--events--next-month/?page=9,An Acoustic Evening with Artsipolo,"Sat, Apr 1, 7:00 PM",https://www.eventbrite.com/e/an-acoustic-evening-with-artsipolo-tickets-583843139547?aff=ebdssbdestsearch,Crowbar • Dublin,An Acoustic Evening with Artsipolo,,2023-04-01 19:00:00,"acoustic evening artsipolo, featuring variety talented artists. doors @ 7:00pmevent runs 8:00pm - 11:00pmtickets €10artists featured: artsipoloemmet o’ briengleeson jade augisstiky ryanothunder perfect mind music Ireland Events, Dublin City Events, Things to do in Dublin, Dublin Performances, Dublin Music Performances, music, hiphop, rock, acoustic, musician, dublin, singersongwriter, buttonfactory, templebar, artsipolo"
626,community,https://www.eventbrite.com/d/ireland--dublin/community--events--next-month/?page=1,See Chase from PAW Patrol at The Square! *FREE EVENT*,"Sun, Apr 2, 12:00 PM",https://www.eventbrite.ie/e/see-chase-from-paw-patrol-at-the-square-free-event-tickets-595540245907?aff=ebdssbdestsearch,The Square • Dublin,See Chase from PAW Patrol at The Square! *FREE EVENT*,Free,2023-04-02 12:00:00,"come see chase paw patrol, family photo opportunity, music entertainment. see chase paw patrol square!come see chase paw patrol, family photo opportunity, music entertainment, plus pick complete paw patrol’s ‘to lookout’ activity trail!sunday 2nd april intervals 12pm 4.30pm.this free, ticketed event.tickets released eventbrite fri 24th march 10am.• one ticket allows 4 people total within one group (total includes adults kids).• max 1 x time slot ticket per order. orders choosing multiple time slots risk tickets cancelled released back waitlist.• tickets must presented access meet & greet, request event.• tickets used designated time slot.• due time limitations, groups must meet & greet together cannot split separate groups/individuals. community Ireland Events, Dublin City Events, Things to do in Dublin, Dublin Appearances, Dublin Community Appearances, familyevents, free event, pawpatrol, kids event, thesquaretallaght"
627,community,https://www.eventbrite.com/d/ireland--dublin/community--events--next-month/?page=1,Sri Rama Navami Celebration 2023 (Free Event),"Sat, Apr 8, 8:00 AM",https://www.eventbrite.ie/e/sri-rama-navami-celebration-2023-free-event-registration-574714054207?aff=ebdssbdestsearch,Church Of Scientology And Community Centre • Dublin,Sri Rama Navami Celebration 2023 (Free Event),Free,2023-04-08 08:00:00,"happy announce sri ramanavami celebration happening dublin april 8th. invite join dear devotees,we happy announce sri ramanavami celebration happening dublin april 8th. invite joinregards,irish indian cultural association. community Ireland Events, Dublin City Events, Things to do in Dublin, Dublin Parties, Dublin Community Parties"
628,community,https://www.eventbrite.com/d/ireland--dublin/community--events--next-month/?page=1,The Anatomy of Crime: A One Dublin One Book Event,"Tue, Apr 4, 7:00 PM",https://www.eventbrite.ie/e/the-anatomy-of-crime-a-one-dublin-one-book-event-tickets-558589003747?aff=ebdssbdestsearch,The Royal Irish Academy • Dublin 2,The Anatomy of Crime: A One Dublin One Book Event,,2023-04-04 19:00:00,"author andrew hughes, state pathologist dr heidi okkers deputy state pathologist dr jill roman conversation novelist conor brady join us fascinating evening author andrew hughes, state pathologist dr heidi okkers deputy state pathologist dr jill roman conversation novelist journalist conor brady. years preceding 1816, year coroner’s daughter set, forensic investigation deaths almost non-existent. 1816 also year publication george male’s epitome forensic medicine, pivotal guide marks violent death appear body, textbook became instrumental coroner’s daughter. panel discussion explore history forensic science, development investigative techniques, use crime fiction, historical contemporary.t﻿his event part one dublin one book 2023, chosen book coroner's daughter andrew hughes, published transworld. one dublin one book dublin city council initiative, led dublin city libraries, encourages everyone read book connected capital city month april every year. supported dublin unesco city literature department tourism, culture, arts, gaeltacht, sport media. *﻿**andrew hughes born wexford educated trinity college, dublin. qualified archivist, worked rté going freelance. researching social history fitzwilliam square – lives less ordinary: dublin’s fitzwilliam square, 1798-1922 – came across true story john delahunt, victorian murderer dublin castle informer. debut novel, convictions john delahunt, shortlisted bord gáis irish crime book year. coroner’s daughter, tale young lady sleuth operating dawn forensic science, nominated cwa historical dagger. andrew lives drumcondra, continues work archival historical research projects, well dublin-set crime fiction.conor brady author “joe swallow” crime novels, set late 19th century dublin, historian irish policing. editor “the irish times” 1986 2002.heidi okkers qualified medical doctor 2009 stellenbosch university south africa. worked several hospitals specialising forensic pathology. 2015, completed diploma forensic medicine pathology college medicine south africa. 2019, successfully qualified fellow forensic pathology college medicine south africa. passed mmed (masters medicine) stellenbosch university. following this, started working state pathologist osp since september 2019 fellow pathology royal college physicians ireland. part portfolio co-ordinating undergraduate teaching trinity college, rcsi, galway university etc. forensic pathology module. involved research within osp.jill roman medical doctor since 2007, qualified degree master medicine bachelor surgery obtained university cape town south africa. 2014, found passion forensic pathology went specialize exciting field, obtaining diploma fellowship forensic pathology colleges medicine south africa (2015 2018 respectively) masters’ degree forensic medicine pathology university stellenbosch (2021). remains fellow colleges forensic pathology south africa recently taken position deputy state pathologist department justice ireland. due time, profession progress becoming state pathologist ireland include membership royal college physicians ireland, faculty pathology british association forensic pathologists. community Ireland Events, Dublin City Events, Things to do in Dublin, Dublin Appearances, Dublin Community Appearances, author event, book event, book discussion, author talk, dublin city events, dublin events, things to do in dublin"
629,community,https://www.eventbrite.com/d/ireland--dublin/community--events--next-month/?page=1,Author Event with Andrew Hughes,"Wed, Apr 12, 6:30 PM",https://www.eventbrite.ie/e/author-event-with-andrew-hughes-tickets-558558783357?aff=ebdssbdestsearch,"Studio Theatre, dlr LexIcon • Dublin",Author Event with Andrew Hughes,,2023-04-12 18:30:00,"andrew hughes conversation writer journalist martina devlin coroner’s daughter, year’s one dublin one book choice. andrew hughes joined conversation writer journalist martina devlin discuss coroner’s daughter, year’s one dublin one book choice, followed q&a audience book club members.born co. wexford, andrew hughes educated trinity college, dublin. qualified archivist, worked rté going freelance. researching social history fitzwilliam square – lives less ordinary: dublin’s fitzwilliam square, 1798-1922 – came across true story john delahunt, victorian murderer dublin castle informer. debut novel, convictions john delahunt, shortlisted bord gáis irish crime book year. coroner’s daughter, tale young lady sleuth operating dawn forensic science, nominated cwa historical dagger. andrew lives drumcondra, continues work archival historical research projects, well dublin-set crime fiction. community Ireland Events, Dublin City Events, Things to do in Dublin, Dublin Seminars, Dublin Community Seminars, fiction, dlr, author talk, crime fiction, historical crime, andrew hughes"
630,community,https://www.eventbrite.com/d/ireland--dublin/community--events--next-month/?page=1,North Wall Campshires walking Tour,"Sat, Apr 1, 2:00 PM",https://www.eventbrite.ie/e/north-wall-campshires-walking-tour-tickets-532329480807?aff=ebdssbdestsearch,Amiens Street Connolly Station • Dublin,North Wall Campshires walking Tour,€11.70,2023-04-01 14:00:00,"fascinating walking tour around area north wall campshires goes custom house dublin port. north wall area stretches custom house city centre dublin port. includes areas george’s dock, spencer dock, royal canal, mayor street, guild street, sheriff street. one bustling communities dublin’s old docklands ships would arrive unload goods; area huge contrast, modern developments grow amidst remnants old port dockland communities.the area gets name wall constructed along river liffey 300 years ago extend docklands. allowed former swampland river north strand reclaimed divided lots 1717 could infilled new owners creating long standing community north wall.prepare amazed rich history culture part dublin inner city!meeting point: connolly station, dublin1 (amiens street entrance). community Ireland Events, Dublin City Events, Things to do in Dublin, Dublin Tours, Dublin Community Tours, dublinevents, walking tour, dublin city events, dublinhistory, dublinport, dublin1, dublinheritage, discoverdublin, dublinamazing, dublinculture"
631,community,https://www.eventbrite.com/d/ireland--dublin/community--events--next-month/?page=1,"Tech Gateway presents - ""Big Boost Mondays"" Dublin @ Dogpatch Labs","Mon, Apr 3, 5:30 PM",https://www.eventbrite.co.uk/e/tech-gateway-presents-big-boost-mondays-dublin-dogpatch-labs-tickets-575579823747?aff=ebdssbdestsearch,Dogpatch Labs • Dublin 1,"Tech Gateway presents - ""Big Boost Mondays"" Dublin @ Dogpatch Labs",,2023-04-03 17:30:00,"welcome ""big boost mondays"" dublin tech gateway presents - ""big boost mondays"" dublin”big boost mondays”, dei tech meet-up celebrating things innovation, inclusivity inspiration coming dublin!!! join us first ever tech gateway dublin dei meet-up 3rd april, live person dogpatch labs, chq building, 1 custom house quay, north dock, dublinopen-source, open community, open opportunities. w﻿ho for?find open-source power innovation financehear leading women technologyexplore different pathways career technologyindustry professionals, senior stakeholders, allies sponsorsl﻿btq+, students, under-represented groups, curiousn﻿on-degree holdersh﻿ow work?hosted month different finos member leading organisation tech, open offices wider community. join us night hear 3 guest speakers talking programs, initiatives find pathway tech! alongside firms sharing dei journey, importance building diverse workforce within tech industry.joining us night:aisling conlon - senior communications manager dei lead dogpatch labs. dogpatch labs startup innovation hub fostering entrepreneurs, startups, facilitating technology innovation companies sizes nurturing transformative social enterprises.topics aisling cover;the game changers women techthe initiatives dogpatch labs implements increase dei officethe importance dei co-working spaceshow become part dogpatch labs communityevelyn shaw - senior manager dei @ split. split leading feature delivery platform engineering teams confidently release features fast.topics evelyn cover;the importance global dei initiatives tech companieshow spilt approaches implements dei global employee basetactics helped dei efforts split effectivepersonal advice dei practitionersvicky twoney-lee - founder @ eventgeekie, co-founder & mentor @ coding grace, founder & event organiser @ pyladies dublintopics vicky cover;importance communityher journey technology importance giving women/girls opportunitieswhat companies individuals build diverse workforce join us month to:'boost network, confidence, knowledge, career pathway. big boost mondays!@﻿ d﻿ogpatch labs, chq building, 1 custom house quay, north dock, dublinc﻿heck images last ""big boost mondays"" synechron! community Ireland Events, Dublin City Events, Things to do in Dublin, Dublin Networking, Dublin Community Networking"
633,community,https://www.eventbrite.com/d/ireland--dublin/community--events--next-month/?page=1,One Dublin Two Authors -  Andrew Hughes in conversation with Joe Joyce,"Thu, Apr 13, 7:00 PM",https://www.eventbrite.ie/e/one-dublin-two-authors-andrew-hughes-in-conversation-with-joe-joyce-tickets-547764547507?aff=ebdssbdestsearch,Ballyroan Library • Rathfarnham,One Dublin Two Authors -  Andrew Hughes in conversation with Joe Joyce,,2023-04-13 19:00:00,"one city one book - coroners daughter andrew hughes one dublin two authorspast present one dublin one book authors joe joyce andrew hughes conversation dublin city canvas setting historical crime fiction. talk research required recreate version dublin past, well inspiration found landmarks, people, historical events.andrew hughes qualified archivist worked rté going freelance. researching social history fitzwilliam square – lives less ordinary: dublin’s fitzwilliam square, 1798-1922 – came across true story john delahunt, victorian murderer dublin castle informer, inspired debut novel. convictions john delahunt shortlisted bord gáis irish crime book year. coroner’s daughter, tale young lady sleuth operating dawn forensic science, one dublin one book choice 2023. andrew lives drumcondra, continues work archival historical research projects, well dublin-set crime fiction. community Ireland Events, Dublin City Events, Things to do in Dublin, Dublin Seminars, Dublin Community Seminars, southdublinlibraries, onecityonebook, ballyroanlibrary"
634,community,https://www.eventbrite.com/d/ireland--dublin/community--events--next-month/?page=1,"Dublin, A Writer's City  Rathmines","Wed, Apr 26, 6:30 PM",https://www.eventbrite.ie/e/dublin-a-writers-city-rathmines-tickets-556436605867?aff=ebdssbdestsearch,Rathmines Library • Dublin 6,"Dublin, A Writer's City  Rathmines",,2023-04-26 18:30:00,"talk look ways which, far rathmines library, lies world rich literary heritage although might seem obvious, rathmines good claim cradle irish literary revival early twentieth century almost anywhere else island. rathmines surrounding areas was, various points, home yeats, pearse, great organiser facilitator, george russell (æ); james joyce born, later surrounding areas would home writers important various eavan boland, maeve brennan pearse hutchinson. talk look ways which, far rathmines library, lies world rich literary heritage, hiding plain sight. community Ireland Events, Dublin City Events, Things to do in Dublin, Dublin Appearances, Dublin Community Appearances, culture, dublin, freeevents, library event, dublinwriters, irishwriters, pearsestreet, dublinawriterscity, mydublinlibrary"
