EventName,Fare,TypeOfTrip,Ratings,description,Link,Event_Type
1821. Inroads Ireland Tours,,Multi-day Tours,0.0,,https://www.tripadvisor.ie/Attraction_Review-g186605-d24132629-Reviews-Inroads_Ireland_Tours-Dublin_County_Dublin.html,Activites
"1822. Dublin Port , Aviva Stadium",,Points of Interest & Landmarks • Arenas & Stadiums,0.0,,https://www.tripadvisor.ie/Attraction_Review-g186605-d23215230-Reviews-Dublin_Port_Aviva_Stadium-Dublin_County_Dublin.html,Activites
1823. Woander Tours,,City Tours • Walking Tours,0.0,,https://www.tripadvisor.ie/Attraction_Review-g186605-d23741127-Reviews-Woander_Tours-Dublin_County_Dublin.html,Activites
1824. MountainEire,,Walking Tours • Hiking & Camping Tours,0.0,,https://www.tripadvisor.ie/Attraction_Review-g186605-d23737818-Reviews-MountainEire-Dublin_County_Dublin.html,Activites
1825. Dublin Jewish Progressive Congregation,,Religious Sites,0.0,,https://www.tripadvisor.ie/Attraction_Review-g186605-d23954003-Reviews-Dublin_Jewish_Progressive_Congregation-Dublin_County_Dublin.html,Activites
1826. Cultural pub tour.,,"Bar, Club & Pub Tours • Taxis & Shuttles",0.0,,https://www.tripadvisor.ie/Attraction_Review-g186605-d24136715-Reviews-Cultural_pub_tour-Dublin_County_Dublin.html,Activites
1827. TradFest Temple Bar,,Music Festivals,0.0,,https://www.tripadvisor.ie/Attraction_Review-g186605-d24150571-Reviews-TradFest_Temple_Bar-Dublin_County_Dublin.html,Activites
1828. TRP - Throw Rave Parties,,Bars & Clubs • Dance Clubs & Discos,0.0,,https://www.tripadvisor.ie/Attraction_Review-g186605-d24175130-Reviews-TRP_Throw_Rave_Parties-Dublin_County_Dublin.html,Activites
1829. Ger Healy,,Taxis & Shuttles • Private Tours,0.0,,https://www.tripadvisor.ie/Attraction_Review-g186605-d24044567-Reviews-Ger_Healy-Dublin_County_Dublin.html,Activites
1830. Anupamawithlens,,Photography Tours,0.0,,https://www.tripadvisor.ie/Attraction_Review-g186605-d25130656-Reviews-Anupamawithlens-Dublin_County_Dublin.html,Activites
1831. ESB Ebikes,,Self-Guided Tours & Rentals,0.0,,https://www.tripadvisor.ie/Attraction_Review-g186605-d25130359-Reviews-ESB_Ebikes-Dublin_County_Dublin.html,Activites
1832. Secret Comedy Club,,Comedy Clubs,0.0,,https://www.tripadvisor.ie/Attraction_Review-g186605-d24865710-Reviews-Secret_Comedy_Club-Dublin_County_Dublin.html,Activites
1833. Ymca Fitness Dublin,,Health Clubs,0.0,,https://www.tripadvisor.ie/Attraction_Review-g186605-d24979969-Reviews-Ymca_Fitness_Dublin-Dublin_County_Dublin.html,Activites
1834. Corporate and Private Chauffeur Service,,Taxis & Shuttles,0.0,,https://www.tripadvisor.ie/Attraction_Review-g186605-d24981973-Reviews-Corporate_and_Private_Chauffeur_Service-Dublin_County_Dublin.html,Activites
1835. CityDays,,Escape Games • Scavenger Hunts,0.0,,https://www.tripadvisor.ie/Attraction_Review-g186605-d24985269-Reviews-CityDays-Dublin_County_Dublin.html,Activites
1836. Nick,,Taxis & Shuttles • Day Trips,0.0,,https://www.tripadvisor.ie/Attraction_Review-g186605-d24888178-Reviews-Nick-Dublin_County_Dublin.html,Activites
1837. Kohinoor Beauty & Wellness,,Spas,0.0,,https://www.tripadvisor.ie/Attraction_Review-g186605-d25096406-Reviews-Kohinoor_Beauty_Wellness-Dublin_County_Dublin.html,Activites
1838. Comedy Clubhouse,,Comedy Clubs,0.0,,https://www.tripadvisor.ie/Attraction_Review-g186605-d25126792-Reviews-Comedy_Clubhouse-Dublin_County_Dublin.html,Activites
1839. Newgrange Day Tours,,Taxis & Shuttles • Day Trips,0.0,,https://www.tripadvisor.ie/Attraction_Review-g186605-d23985499-Reviews-Newgrange_Day_Tours-Dublin_County_Dublin.html,Activites
1840. Féile Nasc Folk & Traditional Music Festival,,Music Festivals,0.0,,https://www.tripadvisor.ie/Attraction_Review-g186605-d24034873-Reviews-Feile_Nasc_Folk_Traditional_Music_Festival-Dublin_County_Dublin.html,Activites
1841. RuthWalkDublin,,City Tours • Cultural Tours,0.0,,https://www.tripadvisor.ie/Attraction_Review-g186605-d25024704-Reviews-RuthWalkDublin-Dublin_County_Dublin.html,Activites
1842. EUROLINKWORLDWIDE,,"Bar, Club & Pub Tours • Multi-day Tours",0.0,,https://www.tripadvisor.ie/Attraction_Review-g186605-d25064346-Reviews-EUROLINKWORLDWIDE-Dublin_County_Dublin.html,Activites
1843. Emily Lavelle,,Cooking Classes,0.0,,https://www.tripadvisor.ie/Attraction_Review-g186605-d25081347-Reviews-Emily_Lavelle-Dublin_County_Dublin.html,Activites
1844. Elite Chauffeurs Services Ltd,,Multi-day Tours • Taxis & Shuttles,0.0,,https://www.tripadvisor.ie/Attraction_Review-g186605-d25020498-Reviews-Elite_Chauffeurs_Services_Ltd-Dublin_County_Dublin.html,Activites
1845. Dublin Scavenger Hunt and Self-Guided Walking Tour,,Escape Games • Scavenger Hunts,0.0,,https://www.tripadvisor.ie/Attraction_Review-g186605-d25061365-Reviews-Dublin_Scavenger_Hunt_and_Self_Guided_Walking_Tour-Dublin_County_Dublin.html,Activites
1846. Escape to Ireland,,City Tours • Multi-day Tours,0.0,,https://www.tripadvisor.ie/Attraction_Review-g186605-d25220483-Reviews-Escape_to_Ireland-Dublin_County_Dublin.html,Activites
1847. Dublin Coastal Trail,,Hiking Trails,0.0,,https://www.tripadvisor.ie/Attraction_Review-g186605-d25268409-Reviews-Dublin_Coastal_Trail-Dublin_County_Dublin.html,Activites
1848. Cathy Whelan - Independent Tours,,City Tours • Cultural Tours,0.0,,https://www.tripadvisor.ie/Attraction_Review-g186605-d25267953-Reviews-Cathy_Whelan_Independent_Tours-Dublin_County_Dublin.html,Activites
1849. The Aran Store,,Speciality & Gift Shops,0.0,,https://www.tripadvisor.ie/Attraction_Review-g186605-d25321526-Reviews-The_Aran_Store-Dublin_County_Dublin.html,Activites
1850. Escape Tours - Dublin,,Escape Games • City Tours,0.0,,https://www.tripadvisor.ie/Attraction_Review-g186605-d25327631-Reviews-Escape_Tours_Dublin-Dublin_County_Dublin.html,Activites
1851. The last Bookshop,,"Literary, Art & Music Tours",0.0,,https://www.tripadvisor.ie/Attraction_Review-g186605-d25324123-Reviews-The_last_Bookshop-Dublin_County_Dublin.html,Activites
1852. Transferme.ie,,Multi-day Tours • Distillery Tours,0.0,,https://www.tripadvisor.ie/Attraction_Review-g186605-d25369016-Reviews-Transferme_ie-Dublin_County_Dublin.html,Activites
1853. Guydeez Dublin,,Walking Tours • Private Tours,0.0,,https://www.tripadvisor.ie/Attraction_Review-g186605-d25396327-Reviews-Guydeez_Dublin-Dublin_County_Dublin.html,Activites
1. Cliffs of Moher Tour Including Wild Atlantic Way and Galway City from Dublin,€78.00,Bus Tours,5.0 ,"The Cliffs of Moher are located in Burren on the Wild Atlantic Way, a winding coastal road notoriously difficult to navigate… ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d11464672-Cliffs_of_Moher_Tour_Including_Wild_Atlantic_Way_and_Galway_City_from_Dublin-Dubli.html,Tours
2. Skip the Line Guinness and Jameson Irish Whiskey Experience Tour in Dublin,€97.00,Walking Tours,4.5 ,Save precious vacation time in Dublin with this combination package that includes skip-the-line entrance to both the Jameson… ,https://www.tripadvisor.ie/AttractionProductReview-g186605-d11457005-Skip_the_Line_Guinness_and_Jameson_Irish_Whiskey_Experience_Tour_in_Dublin-Dublin_.html,Tours
3. Northern Ireland Highlights Day Trip Including Giant's Causeway from Dublin,€83.00,Bus Tours,5.0 ,"Visit Belfast’s Falls and Shankill neighborhoods, see the UNESCO-listed Giant’s Causeway, sign the Peace Wall, and walk … ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d11451240-Northern_Ireland_Highlights_Day_Trip_Including_Giant_s_Causeway_from_Dublin-Dublin.html,Tours
"4. Dublin:Cliffs of Moher, Kilmacduagh Abbey, Wild Atlantic way and Galway",€78.00,Full-day Tours,5.0 ,"If you're visiting Dublin, the Cliffs of Moher and Galway are must-visit attractions. Tick off both highlights with ease… ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d11460433-Dublin_Cliffs_of_Moher_Kilmacduagh_Abbey_Wild_Atlantic_way_and_Galway-Dublin_Count.html,Tours
"5. Kilkenny, Wicklow Mountains, Glendalough, Sheep Dog Trials, Day Trip from Dublin",€43.00,Bus Tours,5.0 ,Learn about Irish folklore and medieval architecture on this hassle-free day trip to Glendalough and Kilkenny from Dublin… ,https://www.tripadvisor.ie/AttractionProductReview-g186605-d11451241-Kilkenny_Wicklow_Mountains_Glendalough_Sheep_Dog_Trials_Day_Trip_from_Dublin-Dubli.html,Tours
6. Fast-track Easy Access Book of Kells Tour with Dublin Castle,€59.00,City Tours,4.5 ,Avoid waiting in long lines at the Book of Kells—one of the most important highlights of Irish heritage dating back to the… ,https://www.tripadvisor.ie/AttractionProductReview-g186605-d11457001-Fast_track_Easy_Access_Book_of_Kells_Tour_with_Dublin_Castle-Dublin_County_Dublin.html,Tours
7. Blarney Castle Day Tour from Dublin Including Rock of Cashel & Cork City,€79.00,Bus Tours,4.5 ,Get a feel for the scenery and history of both County Tipperary and County Cork without the need to rent a car on this day… ,https://www.tripadvisor.ie/AttractionProductReview-g186605-d11460344-Blarney_Castle_Day_Tour_from_Dublin_Including_Rock_of_Cashel_Cork_City-Dublin_Coun.html,Tours
8. Guinness Storehouse Ticket and Big Bus Dublin Hop-on Hop-off Tour,€64.77,Bus Tours,4.5 ,"Discover Dublin with a Big Bus, open-top, hop-on, hop-off sightseeing tour with your ticket you get the must-do tour of … ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d17801489-Guinness_Storehouse_Ticket_and_Big_Bus_Dublin_Hop_on_Hop_off_Tour-Dublin_County_Du.html,Tours
"9. Titanic Belfast Experience,Giant’s Causeway, Dunluce Castle Day Trip from Dublin",€83.00,Bus Tours,5.0 ,Save money on entrance fees and transportation with this Northern Ireland tour from Dublin. Along with an admission ticket… ,https://www.tripadvisor.ie/AttractionProductReview-g186605-d11451242-Titanic_Belfast_Experience_Giant_s_Causeway_Dunluce_Castle_Day_Trip_from_Dublin-Du.html,Tours
10. Irish Food Trail - Walking Tour of Dublin,€85.00,City Tours,5.0 ,Take a deep dive into Irish cuisine on this walking and food tour of Dublin with a culinary guide. It's tough to know where… ,https://www.tripadvisor.ie/AttractionProductReview-g186605-d11988475-Irish_Food_Trail_Walking_Tour_of_Dublin-Dublin_County_Dublin.html,Tours
11. Dark Dublin Guided Walking Tour,€16.00,Walking Tours,5.0 ,"Explore Dublin’s gruesome stories of murder, torture, cannibalism, grave robbing, brothels, proposals to eat young children… ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d23569614-Dark_Dublin_Guided_Walking_Tour-Dublin_County_Dublin.html,Tours
12. Dublin Hop-On Hop-Off Bus Tour,€30.00,Bus Tours,4.5 ,Personalize your Dublin sightseeing itinerary with this stress-free bus pass that grants you access to several stops around… ,https://www.tripadvisor.ie/AttractionProductReview-g186605-d11453654-Dublin_Hop_On_Hop_Off_Bus_Tour-Dublin_County_Dublin.html,Tours
"13. Cliffs of Moher, Burren and Galway Bay Rail Tour from Dublin",€149.00,Bus Tours,4.5 ,"Ireland’s majestic West Coast offers ancient cities, medieval castles, and some of the country’s most popular natural attractions… ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d11448776-Cliffs_of_Moher_Burren_and_Galway_Bay_Rail_Tour_from_Dublin-Dublin_County_Dublin.html,Tours
14. Small-Group Wicklow and Glendalough Day Tour from Dublin with Horse-Back Riding ,€125.00,Adventure Tours,5.0 ,"Swap the urban capital for rural Ireland on this full-day tour to County Wicklow, with round-trip transfer from central … ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d14054230-Small_Group_Wicklow_and_Glendalough_Day_Tour_from_Dublin_with_Horse_Back_Riding-Du.html,Tours
15. Essential Private Dublin walking tour for up to 6 people ,€150.00,City Tours,5.0 ,"This is a very personal, fun, private tour of Dublin city. We will walk through city and marvel at some of Dublin's most… ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d17404858-Essential_Private_Dublin_walking_tour_for_up_to_6_people-Dublin_County_Dublin.html,Tours
"16. Dublin: Giants Causeway, Dunluce Castle ,Dark Hedges and Belfast",€83.00,Full-day Tours,5.0 ,"Tick off Northern Ireland's top attractions in just one day during a stress-free tour from Dublin, ideal for travelers with… ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d11460212-Dublin_Giants_Causeway_Dunluce_Castle_Dark_Hedges_and_Belfast-Dublin_County_Dublin.html,Tours
17. Original Dublin Walking Tour: Highlights & Hidden Gems,€22.00,Walking Tours,5.0 ,We love Dublin and we love showing people around Dublin; the city who's long and illustrious story we are proud to be part… ,https://www.tripadvisor.ie/AttractionProductReview-g186605-d24987128-Original_Dublin_Walking_Tour_Highlights_Hidden_Gems-Dublin_County_Dublin.html,Tours
18. Blarney Castle Day Trip from Dublin,€85.00,Bus Tours,4.5 ,"Beyond Dublin, Ireland offers enchanting castles, ruins, and other notable landmarks, and on this day trip, you’ll see three… ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d11451235-Blarney_Castle_Day_Trip_from_Dublin-Dublin_County_Dublin.html,Tours
19. Dublin walking tasting tour with Secret Food Tours,€87.87,Walking Tours,5.0 ,"Benefit from a half-day food tour of Dublin with a local guide to visit authentic pubs, cafés, markets, and food shops. … ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d12812653-Dublin_walking_tasting_tour_with_Secret_Food_Tours-Dublin_County_Dublin.html,Tours
"20. Small-Group Celtic History Tour from Dublin: Newgrange, Knowth",€75.00,Full-day Tours,4.5 ,Make the most of your time in Ireland on a small-group full-day tour from Dublin that features a range of historical destinations… ,https://www.tripadvisor.ie/AttractionProductReview-g186605-d12561082-Small_Group_Celtic_History_Tour_from_Dublin_Newgrange_Knowth-Dublin_County_Dublin.html,Tours
21. Cork and Blarney Castle Rail Tour from Dublin,€149.00,Bus Tours,4.5 ,"Tick off three of southern Ireland’s top attractions on this day tour from Dublin, calling at Blarney Castle, Cork, and … ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d11448767-Cork_and_Blarney_Castle_Rail_Tour_from_Dublin-Dublin_County_Dublin.html,Tours
22. Skip the Line: Irish Night Show Including 4-Course Dinner Ticket,€75.00,Dinner and Show Tickets,4.5 ,Irelands most loved entertainment venue Taylors Three Rock involves a rip roaring evening of traditional Irish song and … ,https://www.tripadvisor.ie/AttractionProductReview-g186605-d11485577-Skip_the_Line_Irish_Night_Show_Including_4_Course_Dinner_Ticket-Dublin_County_Dubl.html,Tours
23. Cliffs of Moher Day Trip from Dublin,€75.00,Bus Tours,4.5 ,Making the journey from Dublin to the Cliffs of Moher can be quite the challenge without shelling out the cash to rent a… ,https://www.tripadvisor.ie/AttractionProductReview-g186605-d11451237-Cliffs_of_Moher_Day_Trip_from_Dublin-Dublin_County_Dublin.html,Tours
24. The Dublin & Wicklow Mountain Pub Tour,€76.00,Bus Tours,5.0 ,Rural Pub Tours offer travelers the opportunity to leave the city for a day & take in the beautiful scenery Ireland has … ,https://www.tripadvisor.ie/AttractionProductReview-g186605-d17350752-The_Dublin_Wicklow_Mountain_Pub_Tour-Dublin_County_Dublin.html,Tours
25. Cliffs of Moher Premium Tour with Boat Cruise,€95.00,Bus Tours,4.0 ,"Enjoy an intimate encounter with the iconic Cliffs of Moher on this round-trip tour from Dublin, with a brief stop off at… ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d13342755-Cliffs_of_Moher_Premium_Tour_with_Boat_Cruise-Dublin_County_Dublin.html,Tours
"26. Dublin: Giant's Causeway, Dark Hedges, Dunluce and Belfast Titanic entrance fee",€83.00,Full-day Tours,5.0 ,Skip the hassles of renting a car and making the drive to Northern Ireland yourself with the benefit of this full-day tour… ,https://www.tripadvisor.ie/AttractionProductReview-g186605-d12586740-Dublin_Giant_s_Causeway_Dark_Hedges_Dunluce_and_Belfast_Titanic_entrance_fee-Dubli.html,Tours
"27. Dublin: Glendalough, Wicklow, Kilkenny and Sheepdog demonstration",€75.00,Full-day Tours,5.0 ,See more of Ireland without the hassle of driving and rental cars on this tour from Dublin. Drive through the lush Irish… ,https://www.tripadvisor.ie/AttractionProductReview-g186605-d11469233-Dublin_Glendalough_Wicklow_Kilkenny_and_Sheepdog_demonstration-Dublin_County_Dubli.html,Tours
28. Cliffs of Moher Day Tour from Dublin: Including The Wild Atlantic Way,€18.00,Bus Tours,4.5 ,"Let someone else do the driving on the windy, coastal roads to the Cliffs of Moher with a guided day trip from Dublin and… ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d11461948-Cliffs_of_Moher_Day_Tour_from_Dublin_Including_The_Wild_Atlantic_Way-Dublin_County.html,Tours
29. 90 Minute Dublin Walking tour and Sightseeing tips,€232.80,City Tours,5.0 ,"Discover the real Dublin with this highly rated companies newest walking tour of Irelands capital.

We take you on a journey… ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d15567468-90_Minute_Dublin_Walking_tour_and_Sightseeing_tips-Dublin_County_Dublin.html,Tours
30. (Nearly!) All of Dublin in 5 hours,,Private and Luxury,5.0 ,"This is a thorough but leisurely-paced walking tour that covers most of Dublin's major and minor sites. History, culture… ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d16840988-Nearly_All_of_Dublin_in_5_hours-Dublin_County_Dublin.html,Tours
"31. Small-Group Wicklow, Powerscourt, and Glendalough Day Tour from Dublin",€55.00,Bus Tours,4.5 ,"Visit the highlights of County Wicklow, including Powerscourt Gardens, Glendalough, and Wicklow Mountains National Park, … ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d11469172-Small_Group_Wicklow_Powerscourt_and_Glendalough_Day_Tour_from_Dublin-Dublin_County.html,Tours
32. (Morning) Glendalough & Wicklow Mountains Half Day Tour from Dublin,€33.00,Bus Tours,4.5 ,"The tour begins with an introduction to Dublin City, as we head south towards County Wicklow, known affectionately as the… ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d17826205-Morning_Glendalough_Wicklow_Mountains_Half_Day_Tour_from_Dublin-Dublin_County_Dubl.html,Tours
"33. Wicklow Mountains, Glendalough and Kilkenny Day Tour from Dublin",€40.00,Full-day Tours,5.0 ,"Combine some of Ireland's natural wonders and historic highlights on this full-day tour from Dublin, an easy and efficient… ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d11995044-Wicklow_Mountains_Glendalough_and_Kilkenny_Day_Tour_from_Dublin-Dublin_County_Dubl.html,Tours
34. Delicious Dublin Food Tour,€75.00,City Tours,5.0 ,Save time scouring the streets for the best eats in town with a guided food tour of Dublin. A great introduction to Ireland… ,https://www.tripadvisor.ie/AttractionProductReview-g186605-d11991428-Delicious_Dublin_Food_Tour-Dublin_County_Dublin.html,Tours
35. Afternoon Tea Bus Tour in Dublin ,€56.00,Bus Tours,4.5 ,Experience the elegance of afternoon tea on this Dublin tour that combines afternoon tea with a Dublin sightseeing ride. … ,https://www.tripadvisor.ie/AttractionProductReview-g186605-d13215774-Afternoon_Tea_Bus_Tour_in_Dublin-Dublin_County_Dublin.html,Tours
"36. 3-Day Cork, Blarney Castle, Ring of Kerry and Cliffs of Moher Rail Tour",€837.00,Rail Tours,4.5 ,"Ireland is known for its natural landscapes interspersed with cities steeped in culture, but experiencing all the republic… ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d11448769-3_Day_Cork_Blarney_Castle_Ring_of_Kerry_and_Cliffs_of_Moher_Rail_Tour-Dublin_Count.html,Tours
37. Private Dublin Whiskey and Beer Tour: Guinness Storehouse and Jameson Distillery,€289.00,Bus Tours,5.0 ,"A private and fully escorted whiskey and beer tour of Dublin in executive transport, celebrating the city's most famous … ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d15585377-Private_Dublin_Whiskey_and_Beer_Tour_Guinness_Storehouse_and_Jameson_Distillery-Du.html,Tours
38. (Small Group) Cliffs of Moher and Castle Tour from Dublin,€129.00,Full-day Tours,4.5 ,"Discover County Clare’s ancient history and wild coastal scenery on a full-day trip from Dublin to the Cliffs of Moher, … ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d11457006-Small_Group_Cliffs_of_Moher_and_Castle_Tour_from_Dublin-Dublin_County_Dublin.html,Tours
39. Dublin Private Walking Tour,€105.00,City Tours,5.0 ,Enjoy hassle-free transportation and learn about the history and folklore behind one of Northern Ireland's most famous sites… ,https://www.tripadvisor.ie/AttractionProductReview-g186605-d19765123-Dublin_Private_Walking_Tour-Dublin_County_Dublin.html,Tours
40. Private Driver Guided Tour of Dublin,€550.00,Bus Tours,5.0 ,"Dublin Traditional Pub Tour 

Everyday at 6PM from the Spire (The Big Needle) on O'Connell St. Running Late? Meet us until… ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d19404318-Private_Driver_Guided_Tour_of_Dublin-Dublin_County_Dublin.html,Tours
41. Giant's Causeway Day Tour from Dublin,€75.00,Bus Tours,4.5 ,"Get your Jameson whiskey from the source on a tour of Jameson Distillery Bow St., where you learn about the distilling process… ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d11460343-Giant_s_Causeway_Day_Tour_from_Dublin-Dublin_County_Dublin.html,Tours
42. Traditional Dublin Pub Tour,€42.00,Walking Tours,5.0 ,"Welcome to the party! A traditional Irish house party is the perfect introduction to Dublin, with great entertainment and… ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d15604071-Traditional_Dublin_Pub_Tour-Dublin_County_Dublin.html,Tours
43. Jameson Distillery Guided Experience with Whiskey Tasting in Dublin,€30.00,Attractions & Museums,5.0 ,See a different side to the Irish capital on this ghost tour of Dublin. Be enlightened by little-known tales of its darker… ,https://www.tripadvisor.ie/AttractionProductReview-g186605-d11994911-Jameson_Distillery_Guided_Experience_with_Whiskey_Tasting_in_Dublin-Dublin_County_.html,Tours
44. The Irish House Party Dinner and Show Dublin,€27.11,Theatre Shows,4.5 ,This is more than just a 'sightseeing tour' (but there's plenty to see) but an in-depth presentation of the main features… ,https://www.tripadvisor.ie/AttractionProductReview-g186605-d11448008-The_Irish_House_Party_Dinner_and_Show_Dublin-Dublin_County_Dublin.html,Tours
45. The Dublin GhostBus Tour,€35.00,Bus Tours,4.5 ,Explore Dublin by bike with our experienced and friendly guides. Enjoy a unique eco-friendly tour of our amazing city. Our… ,https://www.tripadvisor.ie/AttractionProductReview-g186605-d11463416-The_Dublin_GhostBus_Tour-Dublin_County_Dublin.html,Tours
46. 2-Hour Historical Walking Tour from Dublin ,€19.00,Walking Tours,5.0 ,"Explore Dublin independently, without worrying about rigid schedules, tour group stragglers, and time-consuming public transit… ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d24016868-2_Hour_Historical_Walking_Tour_from_Dublin-Dublin_County_Dublin.html,Tours
47. Cycle Tours in Dublin,€30.00,Bike Tours,5.0 ,Sit back and relax on this combined rail and coach day trip from Dublin to Northern Ireland. With all your travel arrangements… ,https://www.tripadvisor.ie/AttractionProductReview-g186605-d19440112-Cycle_Tours_in_Dublin-Dublin_County_Dublin.html,Tours
48. Big Bus Dublin Hop on Hop off Sightseeing Tour with Live Guide,€28.80,Bus Tours,4.5 ,"Knowing where to go for a traditional night of food, dance, and music can be tricky for first-timers in Dublin. Be immersed… ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d15304767-Big_Bus_Dublin_Hop_on_Hop_off_Sightseeing_Tour_with_Live_Guide-Dublin_County_Dubli.html,Tours
49. Northern Ireland including Giant's Causeway Rail Tour from Dublin,€149.00,Bus Tours,4.5 ,"The tour begins with an introduction to Dublin City, as we head south towards County Wicklow, known affectionately as the… ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d11448763-Northern_Ireland_including_Giant_s_Causeway_Rail_Tour_from_Dublin-Dublin_County_Du.html,Tours
50. Skip the Line:Traditional Irish Night Show Ticket in Dublin with optional Dinner,€35.00,Theatre Shows,4.5 ,Learn about the 1916 Rebellion in Dublin on this interactive walking tour. Avoid the hassle of navigating on your own and… ,https://www.tripadvisor.ie/AttractionProductReview-g186605-d11462790-Skip_the_Line_Traditional_Irish_Night_Show_Ticket_in_Dublin_with_optional_Dinner-D.html,Tours
51. (Afternoon) Glendalough & Wicklow Mountains Half Day Tour from Dublin ,€33.00,Bus Tours,4.5 ,"* Please note that the itinerary is a guide of what is possible and will depend on each custom tours preference, energy … ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d14121195-Afternoon_Glendalough_Wicklow_Mountains_Half_Day_Tour_from_Dublin-Dublin_County_Du.html,Tours
52. 1916 Rebellion Walking Tour,€19.50,Walking Tours,5.0 ,Discover the landscapes of the popular TV series Game of Thrones during a full-day tour from Dublin. Visit several filming… ,https://www.tripadvisor.ie/AttractionProductReview-g186605-d13457982-1916_Rebellion_Walking_Tour-Dublin_County_Dublin.html,Tours
"53. Private Cliffs of Moher experience, Galway bay and West of Ireland adventure ","€1,133.96",Full-day Tours,5.0 ,"This unique tour takes in the very best of coastal scenery, stunning Castles and the fine art of Whiskey distilling with… ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d19146126-Private_Cliffs_of_Moher_experience_Galway_bay_and_West_of_Ireland_adventure-Dublin.html,Tours
54. Game of Thrones - Winterfell Trek from Dublin,€75.00,Adventure Tours,5.0 ,We provide excellent service by offering you a new vehicle that can accommodate from one to six people. The vehicle is also… ,https://www.tripadvisor.ie/AttractionProductReview-g186605-d15302945-Game_of_Thrones_Winterfell_Trek_from_Dublin-Dublin_County_Dublin.html,Tours
"55. The Coastal, Castles and Distillery Day Tour from Dublin",€99.00,Full-day Tours,5.0 ,This tour takes in the highlights of the rugged West of Ireland and the province of Connacht. Majestic in its beauty with… ,https://www.tripadvisor.ie/AttractionProductReview-g186605-d24034710-The_Coastal_Castles_and_Distillery_Day_Tour_from_Dublin-Dublin_County_Dublin.html,Tours
56. Private Transport Services Dublin Airport-City Centre; Private Tours on request,€65.00,Bus Tours,5.0 ,No one knows how to party like the Irish and what better way to join the fun than this great-value pub-crawl? Meet up with… ,https://www.tripadvisor.ie/AttractionProductReview-g186605-d24150812-Private_Transport_Services_Dublin_Airport_City_Centre_Private_Tours_on_request-Dub.html,Tours
57. 2-Day Western Ireland Tour from Dublin:Including Galway and Cliffs of Moher,€189.00,Bus Tours,4.0 ,Take a tour of Dublin’s Irish Whiskey Museum that includes a whiskey tasting session and ample details about the history… ,https://www.tripadvisor.ie/AttractionProductReview-g186605-d11463062-2_Day_Western_Ireland_Tour_from_Dublin_Including_Galway_and_Cliffs_of_Moher-Dublin.html,Tours
58. Generation Pub Crawl Dublin,€14.00,Nightlife,4.5 ,"Travel like a local in Dublin, pedaling through the city to see the top landmarks and highlights on a bicycle. Follow a … ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d11466878-Generation_Pub_Crawl_Dublin-Dublin_County_Dublin.html,Tours
59. Irish Whiskey Museum: Whiskey Blending Experience,€30.00,Walking Tours,5.0 ,,https://www.tripadvisor.ie/AttractionProductReview-g186605-d12976148-Irish_Whiskey_Museum_Whiskey_Blending_Experience-Dublin_County_Dublin.html,Tours
60. See Dublin By Bike ,€35.00,Bike Tours,5.0 ,,https://www.tripadvisor.ie/AttractionProductReview-g186605-d11456690-See_Dublin_By_Bike-Dublin_County_Dublin.html,Tours
61. Sightseeing Cruise on the River Liffey,€18.00,Day Cruises,4.5 ,"Cruise down the River Liffey and get a new perspective on the city of Dublin, for a tranquil experience that will suit most… ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d14054211-Sightseeing_Cruise_on_the_River_Liffey-Dublin_County_Dublin.html,Tours
