Event_Cat,Page,Event_brite_url,Event_Name,Event_Time,Event_Link,Event_Location,Start_date_Event_Page,Event_Title,Event_Summary,Event_Date_Range,Event_Address,Event_Description,Event_Tag_List,Ticket_Fare
charity-and-causes--events,2,https://www.eventbrite.com/d/ireland--dublin/charity-and-causes--events--next-month/?page=2,A Night to Remember Patricia,"Fri, Apr 21, 8:30 PM",https://www.eventbrite.co.uk/e/a-night-to-remember-patricia-tickets-567896773537?aff=ebdssbdestsearch,Carrickdale Hotel and Spa • Dundalk,2023-04-21,A Night to Remember Patricia,"A charity dance starring Jimmy Buckley and Band with special guests Matt Leavy, Mary Duff and Claudia Buckley.","Starts on Fri, 21 Apr 2023 20:30 IST",Carrickdale Hotel and Spa Carrickcarnon Dundalk,"We are having a charity dance in memory of our wonderful wife, mum, granny, daughter, sister  and much loved friend Patricia Turley (RIP).Proceeds will be divided between The Friends of Cancer Centre at City Hospital, Belfast and Craobh Rua Camlocha.The Friends of Cancer centre focus on three areas, patient care, patient comfort and research.  During Patricia's illness, treatment and her final stay at City Hospital, the Friends of Cancer Centre were a great comfort and support to her and the family during a difficult time.  The Friends of Cancer Centre care and compassion was exceptional. We are delighted to give back to this amazing charity in Patricia's memory.Craobh Rua Camlocha, the local hurling club, was always a major passion of Patricia's, she was heavily involved in fundraising and planning for the new clubhouse in the clubs early years.  We are delighted to continue Patricia's efforts for Craobh Rua in her honour. ","['Ireland Events', 'Louth Events', 'Things to do in Dundalk', 'Dundalk Performances', 'Dundalk Charities & Causes Performances']",
charity-and-causes--events,2,https://www.eventbrite.com/d/ireland--dublin/charity-and-causes--events--next-month/?page=2,Embrace FARM 'The Encircle Conference' - Supporting Families through Loss,"Thu, Apr 27, 10:00 AM",https://www.eventbrite.ie/e/embrace-farm-the-encircle-conference-supporting-families-through-loss-tickets-577049268897?aff=ebdssbdestsearch,Tullamore Court Hotel • Tullamore,2023-04-27,Embrace FARM 'The Encircle Conference' - Supporting Families through Loss,The Encircle Conference -Supporting Farm Families after sudden loss and injury and building a community of support within the agri industry.,"Starts on Thursday, April 27 · 10am IST",Tullamore Court Hotel O'Moore Street Tullamore,"Embrace FARM, the farm sudden loss  or injury support network, in conjunction with operational group members IFAC, Agricultural Solicitors, Agricultural Consultants Association, Rural Support and the HSE National Office for Suicide Prevention have come together to formulate the ‘Encircle’ Programme to support farm families in the aftermath of a sudden loss or injury on the family farm.","['Ireland Events', 'Offaly Events', 'Things to do in Tullamore', 'Tullamore Conferences', 'Tullamore Charity & Causes Conferences', '#support', '#farming', '#agriculture', '#farm', '#farmers', '#rural', '#farmsafety', '#rural_development']",
charity-and-causes--events,2,https://www.eventbrite.com/d/ireland--dublin/charity-and-causes--events--next-month/?page=2,"BIG Spring Clean, Kilkeel (Newry, Mourne & Down)","Sat, Apr 1, 2:00 PM",https://www.eventbrite.co.uk/e/big-spring-clean-kilkeel-newry-mourne-down-tickets-539565824907?aff=ebdssbdestsearch,Mourne Esplanade • Kilkeel,2023-04-01,"BIG Spring Clean, Kilkeel (Newry, Mourne & Down)",The BIG Spring Clean 2023 will takes place between 1st March and 30th April and is Northern Ireland's largest community clean-up campaign.,"Sat, 1 Apr 2023 14:00 - 16:00 BST",Mourne Esplanade Mourne Esplanade Kilkeel BT34 United Kingdom,"Join in with the BIG Spring Clean 2023 and make a difference in your local area. The event is hosted by the Live Here Love Here team and welcomes individuals, schools, community groups and businesses from all communities wishing to rid their streets of litter and discarded rubbish.Please dress accordingly for the weather & wear appropriate footwear. L﻿ocation; Kilkeel BeachM﻿eeting point; Mourne Esplanade playpark car park",[],
charity-and-causes--events,2,https://www.eventbrite.com/d/ireland--dublin/charity-and-causes--events--next-month/?page=2,Boogie Bingo in aid of Special Olympics Ireland,"Sat, Apr 15, 8:00 PM",https://www.eventbrite.com/e/boogie-bingo-in-aid-of-special-olympics-ireland-tickets-534896839847?aff=ebdssbdestsearch,Bellini's Newry • Newry,2023-04-15,Boogie Bingo in aid of Special Olympics Ireland,"Boogie Bingo. Come match some numbers, Do some Disco Dancing and play some games to win the prize. A fun night to be had by all who attend","Sat, 15 Apr 2023 20:00 - 23:30 BST",Bellini's Newry 25 Merchants Quay Newry BT35 6AH United Kingdom,,"['United Kingdom Events', 'Newry and Mourne Events', 'Things to do in Newry', 'Newry Games', 'Newry Charities & Causes Games']",
charity-and-causes--events,2,https://www.eventbrite.com/d/ireland--dublin/charity-and-causes--events--next-month/?page=2,Mourne 7 Sevens Challenge 2023 | Hike for Freedom with IJM,"Sat, Apr 22, 6:30 AM",https://www.eventbrite.co.uk/e/mourne-7-sevens-challenge-2023-hike-for-freedom-with-ijm-registration-479854576957?aff=ebdssbdestsearch,Donard Car Park • Newcastle,2023-04-22,Mourne 7 Sevens Challenge 2023 | Hike for Freedom with IJM,Take on Northern Ireland's famous hiking route through the Mourne mountains on the 22nd April 2023 to help stop slavery and violence.,"Starts on Sat, 22 Apr 2023 06:30 BST",Donard Car Park 5 Donard Park Newcastle BT33 0HL United Kingdom,"DetailsWhen – Saturday 22nd April, Where - Donard Car Park at 6.30am, finish at Donard Car ParkTypical Duration – 10-12 hoursBeginning in the seaside town of Newcastle, Co Down you will hike through the Mourne mountains including all seven mountains over 700m (not quite as Meelmore is just under 700m but the name stuck!) This is a long, tough and exhilarating day in the mountains. It is strongly advised to not tackle this challenge by yourself. We encourage you to invite someone or a few friends to join you on the hike!You will receive a FREE IJM top, a hiking goody bag at the starting point, and lots of support from the IJM team! IJM’s Mourne 7 Sevens Challenge is raising funds for one vital reason: to help bring an end to modern slavery and violence around the world.The RouteThis is a big challenge and you will hike 29km of trail and ascend/descend 2,500m. It will take approximately 10-12 hours to complete and a strong level of fitness is required. This challenge is not suitable for hiking beginners. The route is a loop and you will start and finish at Donard car park.Summits (in order)Slieve Donard – 853mSlieve Commedagh – 765mSlieve Bearnagh – 739mSlieve Meelmore – 687mSlieve Meelbeg – 708mSlieve Binnian – 747mSlieve Lamagan – 704mFundraising Target Each participant is asked to set a minimum fundraising target of £300 but please be ambitious…we’ll support you all the way!Following registration, IJM will be in touch to welcome you to the challenge and pass on any further details. But for now, grab your hiking boots, invite a friend, and read our fundraising  top-tips  to help you on your  fundraising journey!Thank you for joining us for the adventure, Until All are Free!The IJM NI Team For more information, please contact: ben.mcmechan@ijmuk.orgFind out more about IJM’s work at IJMUK.org*By signing up to the Mourne 7 Sevens Challenge, you are giving permission to IJM UK to contact you and use your contact details, under legitimate interest, for administrative purposes in relation to the hiking challenge.","['United Kingdom Events', 'Down Events', 'Things to do in Newcastle', 'Newcastle Races', 'Newcastle Charities & Causes Races', '#fundraiser', '#hiking', '#justice', '#freedom', '#mountains', '#humantrafficking', '#mournes', '#northern_ireland']",
charity-and-causes--events,2,https://www.eventbrite.com/d/ireland--dublin/charity-and-causes--events--next-month/?page=2,"Matchmade @ The Mariner, Newcastle NI (Speed Dating ages 45-58)","Thu, Apr 6, 7:45 PM",https://www.eventbrite.co.uk/e/matchmade-the-mariner-newcastle-ni-speed-dating-ages-45-58-tickets-555939067717?aff=ebdssbdestsearch,The Mariner Bar & Restaurant • Newcastle,2023-04-06,"Matchmade @ The Mariner, Newcastle NI (Speed Dating ages 45-58)",We’re going back to the 90’s - a time when Speed Dating events were the best way to meet people! Let's shell-abrate! 'Sea' you there!,"Thu, 6 Apr 2023 19:45 - 22:30 BST",The Mariner Bar & Restaurant 59 Central Promenade Newcastle BT33 0HH United Kingdom,"We at The Dating Company have teamed up  with The Mariner Bar & Restaurant, voted No.1  Restaurant on Trip Advisor  across Newcastle, Co.Down to bring this fun and unique singles event to the seaside town! Let's find you your 'sole' mate! Not only that, but 25% of proceeds will be donated to local mental health charity Mind Your Mate &  Yourself. So let's 'seas' the oppor-tuna-ty to bring back a bit of old school! Bring back meeting in a bar and actually having a face to face conversation. Not speaking via a phone or keyboard for the first time.Registration is open from 7:30pm with the event kicking off at 8pm. The speed dating  is for 18 single females & 18 single men and will take place privately  from from the general public, in  the beautiful upstairs restaurant at The Mariner that boasts stunning sea views  where you will be welcomed by our lovely hosts.The process will be discussed at registration and we will also give you the opportunity to ask any questions. Each speed date is 4-5 minutes, with breaks in between, and of course, you can continue  to enjoy your night in the bar afterwards.Whether you're coming alone, or making it a night with some of your single friends, get your tickets booked now! C﻿'mon.. we 'whaley' want to see you there!The Dating Company ","['United Kingdom Events', 'Down Events', 'Things to do in Newcastle', 'Newcastle Parties', 'Newcastle Charities & Causes Parties', '#love', '#meetup', '#singles', '#dating', '#newcastle', '#northernireland', '#mournes', '#dating_events', '#singles_events', '#speed_dating']",£20
charity-and-causes--events,2,https://www.eventbrite.com/d/ireland--dublin/charity-and-causes--events--next-month/?page=2,Sketching and wildlife walk in partnership with Anglesey Arts Weeks.,"Sun, Apr 2, 10:30 AM",https://www.eventbrite.co.uk/e/sketching-and-wildlife-walk-in-partnership-with-anglesey-arts-weeks-tickets-522713278487?aff=ebdssbdestsearch,Newry Beach • Holyhead,2023-04-02,Sketching and wildlife walk in partnership with Anglesey Arts Weeks.,"A guided wildlife walk and sketching tuition, no experience required.","Sun, 2 Apr 2023 10:30 - 15:00 BST",Newry Beach Newry Beach Holyhead LL65 1YD United Kingdom,"Local artist Christine Garwood provides expert tuition on mark making techniques for beginners and tips for more experienced artists. A scenic area rich in wildlife and interesting landscape features.Bring a sketch book, pencils and packed lunch. Please come appropriately dressed for all weathers.","['United Kingdom Events', 'Isle of Anglesey Events', 'Things to do in Holyhead', 'Holyhead Attractions', 'Holyhead Charities & Causes Attractions', '#art', '#craft', '#nature', '#walk', '#wildlife', '#wildlifetrusts']",Free
charity-and-causes--events,2,https://www.eventbrite.com/d/ireland--dublin/charity-and-causes--events--next-month/?page=2,Uganda Mission Trip Concert,"Fri, Apr 14, 7:30 PM",https://www.eventbrite.com/e/uganda-mission-trip-concert-tickets-593799469197?aff=ebdssbdestsearch,Middletown Parish- Community Hall • Middletown,,,,,,,,
charity-and-causes--events,2,https://www.eventbrite.com/d/ireland--dublin/charity-and-causes--events--next-month/?page=2,"BIG Spring Clean, Armagh (Armagh City, Banbridge & Craigavon)","Fri, Apr 21, 10:00 AM",https://www.eventbrite.co.uk/e/big-spring-clean-armagh-armagh-city-banbridge-craigavon-tickets-540916514857?aff=ebdssbdestsearch,Orchard Leisure Centre • Armagh,2023-04-21,"BIG Spring Clean, Armagh (Armagh City, Banbridge & Craigavon)",The BIG Spring Clean 2023 will takes place between 1st March and 30th April and is Northern Ireland's largest community clean-up campaign.,"Fri, 21 Apr 2023 10:00 - 12:00 BST",Orchard Leisure Centre 37-39 Folly Lane Armagh BT60 1AT United Kingdom,"Join in with the BIG Spring Clean 2023 and make a difference in your local area. The event is hosted by the Live Here Love Here team and welcomes individuals, schools, community groups and businesses from all communities wishing to rid their streets of litter and discarded rubbish.Please dress accordingly for the weather & wear appropriate footwear. L﻿ocation; Folly River, ArmaghM﻿eeting point; Orchard Leisure Centre @ 9.45am","['United Kingdom Events', 'Armagh City and District Events', 'Things to do in Armagh', 'Armagh Networking', 'Armagh Charities & Causes Networking', '#litterpick', '#littercleanup']",
charity-and-causes--events,2,https://www.eventbrite.com/d/ireland--dublin/charity-and-causes--events--next-month/?page=2,Bat Ambulance Driver Training,"Sat, Apr 22, 1:30 PM",https://www.eventbrite.com/e/bat-ambulance-driver-training-tickets-597259959617?aff=ebdssbdestsearch,Armagh Business Park • Armagh,2023-04-22,Bat Ambulance Driver Training,"If you are interested in the care of wild animals, please consider becoming a bat ambulance driver.","Sat, 22 Apr 2023 13:30 - 15:30 BST",Armagh Business Park Hamiltonsbawn Road Armagh BT60 1HW United Kingdom,"T﻿his course will introduce the basics of bat care, with the aim of becoming a bat ambulance driver on behalf of the Northern Ireland Bat Group.","['United Kingdom Events', 'Armagh City and District Events', 'Things to do in Armagh', 'Armagh Seminars', 'Armagh Charities & Causes Seminars', '#ecology', '#biodiversity', '#conservation_workshop', '#conservation_volunteering']",
charity-and-causes--events,2,https://www.eventbrite.com/d/ireland--dublin/charity-and-causes--events--next-month/?page=2,"Well Behaved Walkies Masterclass,  Sunday @ DSPCA, Rathfarnham",Tomorrow at 10:00 AM,https://www.eventbrite.com/e/well-behaved-walkies-masterclass-sunday-dspca-rathfarnham-tickets-479863282997?aff=ebdssbdestsearch,"DSPCA, Rathfarnham • Rathfarnham",2023-03-26,"Well Behaved Walkies Masterclass,  Sunday @ DSPCA, Rathfarnham",Well Behaved Walkies,"Starts on Sunday, March 26 · 10am IST","DSPCA, Rathfarnham Mount Venus Road D16 HK02 Rathfarnham",This is a two-week Masterclass that solely focuses on Loose Lead Walking & Rocket Recall.  These are the skills needed to have your dog under effectual control in public places.The course program would include:Building your dog's confidence in public placesLoose leash walkingFriendly greeting dogs and peopleReading your dog's body languageWalking to heel on and off leashRecall with distractionKeeping yourself and your dog entertained on walksClass Policies https://www.dspcadogtraining.ie/class-policies,[],€95.78
charity-and-causes--events,2,https://www.eventbrite.com/d/ireland--dublin/charity-and-causes--events--next-month/?page=2,Coastal seabird and wildflower walk,"Sat, Apr 1, 11:00 AM",https://www.eventbrite.co.uk/e/coastal-seabird-and-wildflower-walk-tickets-461809142577?aff=ebdssbdestsearch,Cemlyn North Wales Wildlife trust Nature Reserve • Cemaes Bay,2023-04-01,Coastal seabird and wildflower walk,"On this circular wildlife walk, we'll be spotting the terns arriving for the breeding season from Africa","Sat, 1 Apr 2023 11:00 - 14:00 BST",Cemlyn North Wales Wildlife trust Nature Reserve Bryn Aber Car Park Cemaes Bay LL67 0EA United Kingdom,"...and looking offshore for other seabirds and summer migrants.April is also one of the best months for coastal spring flowers. We might also see seals offshore. Beginner wildlife enthusiasts welcome. Please wear weather suitable clothing - you can get cold winds at Cemlyn as well as bright April sunshine. Bring binoculars if you have them and a picnic lunch.Taith gerdded adar môr a blodau gwyllt yr arfordir.Ar y daith bywyd gwyllt gylch yma, byddwn yn cadw llygad am fôr-wenoliaid yn cyrraedd ar gyfer y tymor magu o Affrica ac yn edrych tua’r môr am adar môr a mudwyr haf eraill. ",[],
charity-and-causes--events,2,https://www.eventbrite.com/d/ireland--dublin/charity-and-causes--events--next-month/?page=2,Have-a-go Volunteering with Living Seas (Rhosneigr),"Thu, Apr 6, 3:15 PM",https://www.eventbrite.co.uk/e/have-a-go-volunteering-with-living-seas-rhosneigr-tickets-546229004657?aff=ebdssbdestsearch,Rhosneigr • Rhosneigr,2023-04-06,Have-a-go Volunteering with Living Seas (Rhosneigr),"If you'd like to know what our Living Seas volunteers do, come and have a go.","Thu, 6 Apr 2023 15:15 - 17:15 BST",Rhosneigr Traeth Llydan Rhosneigr LL64 5JE United Kingdom,Our Living seas volunteers help us with all types of activities. This is your chance to try out a few and see if this is for you. Please wear clothing suitable for the weather and being on a wet shore. Wellies are ideal for footwear. Public transport links https://www.traveline.cymru/,[],
charity-and-causes--events,2,https://www.eventbrite.com/d/ireland--dublin/charity-and-causes--events--next-month/?page=2,"Terns, wild-flowers and coastal scenery walk","Fri, Apr 28, 11:00 AM",https://www.eventbrite.co.uk/e/terns-wild-flowers-and-coastal-scenery-walk-tickets-538997665527?aff=ebdssbdestsearch,Cemlyn North Wales Wildlife trust Nature Reserve • Cemaes Bay,2023-04-28,"Terns, wild-flowers and coastal scenery walk","A walk around Cemlyn looking at terns, identifying coastal flowers and learning about the coastal landscape.","Fri, 28 Apr 2023 11:00 - 14:00 BST",Cemlyn North Wales Wildlife trust Nature Reserve Bryn Aber Car Park Cemaes Bay LL67 0EA United Kingdom,,[],
charity-and-causes--events,3,https://www.eventbrite.com/d/ireland--dublin/charity-and-causes--events--next-month/?page=3,Sketching and Wildlife Walk Cemaes Bay (Anglesey Arts Weeks),"Sat, Apr 15, 10:30 AM",https://www.eventbrite.co.uk/e/sketching-and-wildlife-walk-cemaes-bay-anglesey-arts-weeks-tickets-538970093057?aff=ebdssbdestsearch,Cemaes Bay • Cemaes Bay,2023-04-15,Sketching and Wildlife Walk Cemaes Bay (Anglesey Arts Weeks),"A sketching ramble around Cemaes, learning basic mark making and enjoying the varied habitats in and around this pretty coastal village.","Sat, 15 Apr 2023 10:30 - 15:00 BST",Cemaes Bay Beach car park Cemaes Bay LL67 0HF United Kingdom,"Please come prepared for all weather conditions, bring a picnic, sketch book and pencils. Learn basic sketching techniques, bring paint if you want to. We will explore the quiet wooded valley, the harbour and the adjacent coastal cliffs and beaches. We will see coastal and woodland wild flowers, seabirds and look for marine mammals.",[],
charity-and-causes--events,3,https://www.eventbrite.com/d/ireland--dublin/charity-and-causes--events--next-month/?page=3,"BIG Spring Clean, Moira (Lisburn & Castlereagh)","Mon, Apr 10, 12:00 PM",https://www.eventbrite.co.uk/e/big-spring-clean-moira-lisburn-castlereagh-tickets-540971639737?aff=ebdssbdestsearch,Moira Demesne Playground • Moira,2023-04-10,"BIG Spring Clean, Moira (Lisburn & Castlereagh)",The BIG Spring Clean 2023 will takes place between 1st March and 30th April and is Northern Ireland's largest community clean-up campaign.,"Mon, 10 Apr 2023 12:00 - 14:00 BST",Moira Demesne Playground 110 Main Street Moira BT67 0TW United Kingdom,"Join in with the BIG Spring Clean 2023 and make a difference in your local area. The event is hosted by the Live Here Love Here team and welcomes individuals, schools, community groups and businesses from all communities wishing to rid their streets of litter and discarded rubbish.Please dress accordingly for the weather & wear appropriate footwear. L﻿ocation; Moira DemesneM﻿eeting point; carpark at playground","['United Kingdom Events', 'Lisburn Events', 'Things to do in Moira', 'Moira Networking', 'Moira Charities & Causes Networking', '#litterpick', '#littercleanup']",
charity-and-causes--events,3,https://www.eventbrite.com/d/ireland--dublin/charity-and-causes--events--next-month/?page=3,Power Brunch in Memory of Natalie McNally,"Sat, Apr 22, 11:00 AM",https://www.eventbrite.ie/e/power-brunch-in-memory-of-natalie-mcnally-tickets-570069181267?aff=ebdssbdestsearch,The Corner House Bar • Lurgan,2023-04-22,Power Brunch in Memory of Natalie McNally,We are organising a Women’s Power Brunch in memory of Natalie McNally to raise funds for Women’s aid.,"Sat, 22 Apr 2023 11:00 - 14:00 BST",The Corner House Bar 1 Derrymacash Road Lurgan BT66 6LG United Kingdom,"We don’t want Natalie’s legacy to be what happened her. She would want a legacy of love, positivity and good will. She would want to be honoured. So we are doing exactly that. Our first fundraiser was a similar brunch in Dublin, which saw us bringing likeminded women together to network, get to know each other and enjoy all that is great about being a woman. This event was a huge success, and saw us raise €3000 that was distributed to Women’s Aid and Dublin Rape Crisis Centre. We now want to do the same in Natalie’s home town of Lurgan. We invite all women in the community to join us and remember her  #sayhername#shewasonlyathome#nataliemcnally",[],Sold Out
charity-and-causes--events,3,https://www.eventbrite.com/d/ireland--dublin/charity-and-causes--events--next-month/?page=3,South East Support Group,"Thu, Apr 13, 7:00 PM",https://www.eventbrite.ie/e/south-east-support-group-tickets-525561196687?aff=ebdssbdestsearch,Mount Sion GAA Club • Waterford,,South East Support Group,An in-person support group for adults who stammer in the South East of Ireland.,"Thu, 9 Feb 2023 19:00 - Thu, 14 Dec 2023 20:30 GMT",Mount Sion GAA Club Ozanam Street X91 RK51 Waterford,"This Support Group takes place on the second Thursday of every month from 7pm to 8:30pm in Mount Sion GAA Club. The group is coordinated by ISA Board Member and person who stammers Stephen Greene. This group is an opportunity for adults who stammer to talk about their experience of stammering and to share ideas with each other.
New participants are always welcome to join.It is not a requirement to attend every group session and there is no pressure to speak. The atmosphere is informal and supportive.If you have any questions about the online support groups or how to get to the location, please email info@stammeringireland.ie  and we will get back to you. We hope you can join us 🙂","['Ireland Events', 'Waterford City Events', 'Things to do in Waterford', 'Waterford Networking', 'Waterford Charities & Causes Networking', '#stammering', '#meetnewpeople', '#inpersonevent', '#stammeringireland', '#stutteringireland', '#southeastireland', '#stammering_support', '#stuttering_support', '#stammeringawareness', '#inperson_support']",Free
charity-and-causes--events,3,https://www.eventbrite.com/d/ireland--dublin/charity-and-causes--events--next-month/?page=3,"BIG Spring Clean, Ballyhalbert (Ards & North Down)","Sat, Apr 22, 12:00 PM",https://www.eventbrite.co.uk/e/big-spring-clean-ballyhalbert-ards-north-down-tickets-549527540667?aff=ebdssbdestsearch,Ballyhalbert • Ballyhalbert,2023-04-22,"BIG Spring Clean, Ballyhalbert (Ards & North Down)",The BIG Spring Clean 2023 will takes place between 1st March and 30th April and is Northern Ireland's largest community clean-up campaign.,"Sat, 22 Apr 2023 12:00 - 14:00 BST",Ballyhalbert Ballyhalbert beach Ballyhalbert BT22 United Kingdom,"Join in with the BIG Spring Clean 2023 and make a difference in your local area. The event is hosted by the Live Here Love Here team and welcomes individuals, schools, community groups and businesses from all communities wishing to rid their streets of litter and discarded rubbish.Please dress accordingly for the weather & wear appropriate footwear. L﻿ocation; Ballyhalbert beachM﻿eeting point; harbour",[],
charity-and-causes--events,3,https://www.eventbrite.com/d/ireland--dublin/charity-and-causes--events--next-month/?page=3,Irish Vegan Festival - Belfast,"Sun, Apr 16, 10:00 PM",https://www.eventbrite.co.uk/e/irish-vegan-festival-belfast-tickets-443312659097?aff=ebdssbdestsearch,Europa Hotel • Belfast,2023-04-16,Irish Vegan Festival - Belfast,"The Irish Vegan Festival is returning to Belfast in April 2023, all in aid of Farplace Animal Rescue","Sun, 16 Apr 2023 22:00 - Mon, 17 Apr 2023 05:00 BST",Europa Hotel Great Victoria Street Belfast BT2 7AP United Kingdom,"The Irish Vegan Festival is returning to Belfast on Sunday 16th April 2023 at the Europa Hotel for an event hosting all-vegan stalls selling food, drinks, crafts, clothes, cosmetics, and gifts as well as stalls and talks from other animal rights charities and speakers.VIP tickets available from our website irishveganfestival.com are £15; these come with early entry, a goodie bag, and help to support Farplace Animal Rescue even moreStandard tickets are £4 and are available here, on the website, and on the door. Under-16's go free.All profits raised by the festival go directly to Farplace Animal Rescue, a no-kill animal sanctuary.If you are interested in having a stall, giving a talk, or volunteering at our event please contact us at fundraising@farplace.org.uk / fundraisingassistant@farplace.org.uk","['United Kingdom Events', 'Belfast Events', 'Things to do in Belfast', 'Belfast Festivals', 'Belfast Charities & Causes Festivals', '#vegan', '#vegetarian', '#veganfood', '#veganevents', '#animal_welfare', '#vegan_food', '#animal_rescue', '#vegan_cooking', '#animal_rights', '#vegan_friendly']",
charity-and-causes--events,3,https://www.eventbrite.com/d/ireland--dublin/charity-and-causes--events--next-month/?page=3,Divis & Black Mountain NI Hospice Celebration Walk,"Sat, Apr 1, 10:00 AM",https://www.eventbrite.co.uk/e/divis-black-mountain-ni-hospice-celebration-walk-tickets-547759813347?aff=ebdssbdestsearch,National Trust - Divis and the Black Mountain • Belfast,2023-04-01,Divis & Black Mountain NI Hospice Celebration Walk,"Step out with family, friends or work colleagues and join us on 1st April 2023 for our Divis Mountain Hospice Walk!","Starts on Sat, 1 Apr 2023 10:00 BST","National Trust - Divis and the Black Mountain Divis Road, Hannahstown Belfast BT17 0NG United Kingdom","This year, we will be offering walkers once again the option to avail of two amazing Walk Trails; The Summit Trail or the Ridge Trail! 

The 5K Summit Trail takes you along the Tipperary Road through open heath and blanket bog following a way marked trail to the highest peak in the Belfast Hills, Divis Mountain and allows walkers to experience panoramic views of Lough Neagh, the Mourne Mountains and Strangford Lough 

The 10K Ridge Trail is slightly longer and allows walkers to enjoy 180-degree views across the city and further afield. Take in the Antrim Plateau to the north, Scotland to the east and the Mourne Mountains to the south.",[],
charity-and-causes--events,3,https://www.eventbrite.com/d/ireland--dublin/charity-and-causes--events--next-month/?page=3,Birdsong Breakfast,"Sun, Apr 30, 9:00 AM",https://www.eventbrite.co.uk/e/birdsong-breakfast-tickets-539026592047?aff=ebdssbdestsearch,Nantporth North Wales Wildlife Trust Nature Reserve • Bangor,2023-04-30,Birdsong Breakfast,"Enjoy a spring walk through our lovely Nantporth Nature Reserve on the shores of the Menai Straits, followed by some breakfast!","Sun, 30 Apr 2023 09:00 - 11:00 BST",Nantporth North Wales Wildlife Trust Nature Reserve Holyhead Road Bangor LL57 2JR United Kingdom,Be aware that the path includes many steps and is narrow and muddy in places. No dogs. ,"['United Kingdom Events', 'Gwynedd Events', 'Things to do in Bangor', 'Bangor Attractions', 'Bangor Charities & Causes Attractions', '#nature', '#birds', '#wildlife', '#walking', '#birdsong', '#wildlifetrusts']",
charity-and-causes--events,3,https://www.eventbrite.com/d/ireland--dublin/charity-and-causes--events--next-month/?page=3,"BIG Spring Clean, Crumlin Glen (Antrim & Newtownabbey)","Sat, Apr 8, 10:00 AM",https://www.eventbrite.co.uk/e/big-spring-clean-crumlin-glen-antrim-newtownabbey-tickets-549525103377?aff=ebdssbdestsearch,Crumlin Glen • Crumlin,2023-04-08,"BIG Spring Clean, Crumlin Glen (Antrim & Newtownabbey)",The BIG Spring Clean 2023 will takes place between 1st March and 30th April and is Northern Ireland's largest community clean-up campaign.,"Sat, 8 Apr 2023 10:00 - 12:00 BST",Crumlin Glen Crumlin Glen Crumlin BT29 4AA United Kingdom,"Join in with the BIG Spring Clean 2023 and make a difference in your local area. The event is hosted by the Live Here Love Here team and welcomes individuals, schools, community groups and businesses from all communities wishing to rid their streets of litter and discarded rubbish.Please dress accordingly for the weather & wear appropriate footwear. L﻿ocation; Crumlin GlenM﻿eeting point; Car park","['United Kingdom Events', 'Antrim Events', 'Things to do in Crumlin', 'Crumlin Networking', 'Crumlin Charities & Causes Networking', '#litterpick', '#littercleanup']",
charity-and-causes--events,3,https://www.eventbrite.com/d/ireland--dublin/charity-and-causes--events--next-month/?page=3,Mind-Set and Positive Change at Girdwood,"Wed, Apr 5, 7:00 PM",https://www.eventbrite.co.uk/e/mind-set-and-positive-change-at-girdwood-tickets-587228916497?aff=ebdssbdestsearch,Girdwood Community Hub • Belfast,2023-04-05,Mind-Set and Positive Change at Girdwood,"On the 5th of April 2023, North Belfast Sports And Well-being Alliance welcomes Ted-X Speaker and Leadership Coach, Philip Brady to deliver","Starts on Wed, 5 Apr 2023 19:00 BST",Girdwood Community Hub 10 Girdwood Avenue Belfast BT14 6EG United Kingdom,"On the 5th of April 2023, North Belfast Sports And Well-being Alliance welcomes Ted-X Speaker and Leadership Coach, Philip Brady to deliver a mindset and performance workshop at the Girdwood Centre. 

Mark O Hara of the Alliance stated, I came across Philip at a talk hosted by Sean McCafferty, another Alliance member at the Fit House recently. I was very impressed by what I was hearing from Philip. Philip brought the latest science, learning on personal development and philosophy to the conversation on wellbeing. In a very natural and engaging way Philip is able to create a space for people to share their experiences and learn from each other. I immediately knew I wanted to invite Philip to meet our coaches in the North Belfast Sports and Well-being Alliance and was delighted that Philip offered to deliver a free workshop for us, without even being asked. That in itself demonstrates Philips drive to be a part of positive community health change. 

At the event on April 5th, Philip, who has supported leaders at the highest level in financial and technology institutions globally, will deliver a 90 minute Mind-Set and Performance workshop on how to lead yourself and others through change; create confidence; and equip sports coaches and athletes to support wellbeing in their clubs and community. 

Alliance founding member Matthew Caddel stated that the aim of the Alliance is to embed wellbeing into the agenda of local clubs, provide access to mental wellbeing training and connect people to services. Matthew commented that the event would be a great opportunity for members and non-members with an interest in individual and club wellbeing to hear from one of the leading speakers on mindset and performance on our own doorstep.

The free workshop that is co-hosted by TAMHI is at 7pm on 5 April, 2023 at Girdwood Centre, Belfast. Anyone interested in attending can register for the event at Eventbrite at (link). For further details contact TAMHI at Kevin@tamhi.org
","['United Kingdom Events', 'Belfast Events', 'Things to do in Belfast', 'Belfast Seminars', 'Belfast Charities & Causes Seminars', '#belfast_events']",
